seller_id,total_transactions,successful_transactions,avg_rating,rating_count,refund_rate,complaint_count,account_age_days,late_delivery_rate,average_response_time_hours,inventory_count,price_variance_index,review_sentiment_score,fraud_flag_history,chargeback_rate,verification_status,success_rate,complaint_ratio,trust_label,trust_score
204,3026,673,3.94,2480,0.1,39,51,0.134,24.64,1541,0.074,0.627,3,0.032,0,0.2224058163,0.01288830139,0,115.66
205,2009,2009,3.24,2548,0.127,82,2082,0.077,31.48,633,0.287,-0.697,3,0.052,0,1,0.04081632653,0,107.44
206,2435,531,3.22,169,0.385,37,2728,0.405,42.39,2776,0.425,-0.677,4,0.011,1,0.2180698152,0.01519507187,0,92.96
207,2969,759,4.04,2902,0.324,41,243,0.124,30.93,4657,0.857,-0.409,3,0.049,1,0.2556416302,0.01380936342,0,114.03
208,4786,1313,2.2,1240,0.006,36,1725,0.436,32.54,2837,0.563,-0.566,1,0.137,1,0.2743418303,0.007521938989,0,90.01
209,1852,1852,3.78,27,0.362,55,949,0.085,20.35,4425,0.045,0.951,1,0.164,1,1,0.02969762419,0,141.29
210,4111,4111,4.32,1136,0.091,70,936,0.426,21.4,676,0.802,-0.274,3,0.069,1,1,0.01702748723,0,134.74
211,3419,3419,4.48,3663,0.282,54,2749,0.386,50.63,8829,0.055,0.523,0,0.104,1,1,0.01579409184,0,148.3
212,312,312,2.51,3712,0.221,88,2744,0.306,1.3,3286,0.934,0.61,3,0.008,0,1,0.2820512821,0,106.29
213,673,673,4.69,3732,0.215,53,829,0.425,7.77,9986,0.212,-0.228,1,0.018,1,1,0.07875185736,0,143.42
214,1066,1066,3.97,2729,0.287,21,2394,0.165,68.37,5615,0.488,0.365,3,0.11,0,1,0.01969981238,0,125.15
215,3693,2369,4.65,2289,0.083,26,822,0.083,14.28,1143,0.072,-0.784,2,0.168,1,0.6414838884,0.007040346602,0,131.98
216,2099,785,3.46,3741,0.064,46,605,0.079,30.69,1519,0.562,-0.206,4,0.018,0,0.3739876131,0.02191519771,0,102.39
217,3773,1899,3.63,3946,0.261,37,1757,0.135,61.33,1868,0.497,0.935,2,0.084,0,0.5033130135,0.009806520011,0,118.76
218,4598,4502,4.76,2481,0.116,38,1477,0.223,1.01,9817,0.41,-0.663,2,0.194,0,0.9791213571,0.00826446281,0,129.44
219,3158,537,4.7,913,0.39,14,120,0.438,66.69,6229,0.036,-0.229,4,0.148,1,0.1700443319,0.00443318556,0,116.9
220,4140,1466,3.34,764,0.181,65,1095,0.045,4.8,4715,0.879,0.581,0,0.04,1,0.3541062802,0.01570048309,0,124.43
221,2106,2106,2.82,1580,0.045,60,790,0.458,13.13,5627,0.803,0.331,4,0.057,1,1,0.02849002849,0,116.78
222,3220,3220,3.18,846,0.274,59,799,0.463,3.07,4584,0.633,0.263,0,0.19,1,1,0.01832298137,0,124.69
223,1732,588,3.16,903,0.122,7,1390,0.364,37.89,7566,0.572,0.707,1,0.044,1,0.3394919169,0.004041570439,0,118.35
224,2305,2305,2.86,3948,0.059,43,2078,0.45,67.96,4693,0.695,-0.942,3,0.088,0,1,0.01865509761,0,96.22
225,1204,1204,2.81,2296,0.169,42,2186,0.385,60.57,2421,0.144,0.542,1,0.071,1,1,0.03488372093,0,123.48
226,4549,3652,4.58,3415,0.386,5,2032,0.264,46.42,318,0.933,0.765,1,0.098,0,0.8028138052,0.001099142669,0,136
227,3241,3241,2.21,2206,0.165,83,1117,0.3,14.17,7240,0.285,-0.968,1,0.047,0,1,0.02560937982,0,90.52
228,1746,1746,4.03,2680,0.139,26,235,0.314,62.74,4372,0.656,0.118,3,0.134,1,1,0.01489117984,0,134.06
229,4041,3745,2.52,1441,0.178,44,2927,0.063,54.59,6186,0.607,-0.303,0,0.047,1,0.9267508043,0.01088839396,0,114.54
230,4773,1331,3.03,26,0.005,22,2667,0.097,19.95,1842,0.637,-0.898,4,0.12,0,0.2788602556,0.004609260423,0,86.8
231,4732,2185,2.18,2971,0.053,80,652,0.262,58.16,6193,0.879,-0.165,0,0.072,1,0.4617497887,0.01690617075,0,101.15
232,1698,722,2.81,2283,0.34,12,1707,0.058,63.28,6889,0.296,0.288,0,0.05,0,0.4252061249,0.007067137809,0,102.35
233,1495,1495,4.31,661,0.391,67,1581,0.482,50.57,6420,0.749,0.838,2,0.139,0,1,0.04481605351,0,131.95
234,4249,1508,4.66,1689,0.063,83,2730,0.254,8.13,2010,0.598,0.241,3,0.193,1,0.3549070369,0.019534008,0,132.99
235,3973,286,2.66,269,0.214,63,1901,0.19,70.88,8868,0.076,0.713,0,0.174,0,0.07198590486,0.01585703499,0,96.62
236,303,303,3.39,1762,0.387,24,108,0.079,6.4,1694,0.414,-0.757,0,0.017,1,1,0.07920792079,0,121.52
237,3233,471,3.41,2731,0.063,85,2492,0.208,47.47,5627,0.838,-0.579,1,0.091,1,0.1456851222,0.02629137024,0,107.34
238,2607,1911,4.62,1637,0.075,51,1506,0.151,8.85,6792,0.315,0.941,2,0.139,0,0.7330264672,0.01956271577,0,140.35
239,148,148,4.29,2057,0.371,47,1202,0.044,65.28,3086,0.482,0.775,4,0.113,1,1,0.3175675676,0,141.96
240,2250,2250,3.54,2231,0.282,60,668,0.484,25.85,5126,0.489,-0.53,2,0.145,0,1,0.02666666667,0,108.28
241,3011,3011,4.01,1876,0.061,16,1723,0.132,37.32,8647,0.618,0.242,1,0.195,1,1,0.00531384922,0,141.39
242,4483,1765,4.54,214,0.157,39,2868,0.345,13.69,4393,0.884,-0.275,1,0.068,0,0.3937095695,0.008699531564,0,119.74
243,3827,3765,2.03,2472,0.023,74,1091,0.046,39.81,8034,0.174,-0.063,1,0.154,1,0.9837993206,0.01933629475,0,110.15
244,2919,2675,3.21,3589,0.173,88,2410,0.457,67.66,9283,0.505,0.722,3,0.019,1,0.9164097294,0.03014731072,0,125.34
245,3284,48,4.72,1186,0.311,68,2365,0.295,65.02,5796,0.424,0.471,1,0.174,0,0.01461632156,0.02070645554,0,119.45
246,3841,1154,4.22,3184,0.222,84,1755,0.328,5.54,3761,0.296,-0.523,0,0.156,1,0.3004425931,0.02186930487,0,120.91
247,1006,1006,3.63,3795,0.259,25,1671,0.391,27.86,7795,0.92,-0.368,3,0.104,1,1,0.02485089463,0,120.94
248,4117,2684,3.59,801,0.131,79,1144,0.303,19.99,6105,0.008,-0.421,1,0.164,0,0.6519310177,0.01918872966,0,109.04
249,210,210,3.04,3146,0.065,55,1919,0.035,35.18,8041,0.122,0.561,3,0.133,1,1,0.2619047619,0,127.56
250,4543,1577,3.56,1150,0.005,39,190,0.215,60.19,1555,0.733,-0.02,0,0.11,1,0.3471274488,0.008584635703,0,121.82
251,1350,891,3.97,3746,0.329,84,1455,0.131,53.46,4841,0.263,0.901,1,0.189,0,0.66,0.06222222222,0,126.62
252,4961,184,3.26,3237,0.255,95,1763,0.243,25.42,8315,0.723,0.633,1,0.026,1,0.03708929651,0.01914936505,0,112.46
253,4037,3524,4.14,3757,0.092,67,349,0.202,28.17,8973,0.832,-0.578,0,0.199,1,0.8729254397,0.01659648254,0,133.39
254,1577,934,4.58,1115,0.167,7,2441,0.413,47.45,5525,0.255,0.572,1,0.031,1,0.592263792,0.004438807863,0,142.32
255,1268,1268,2.46,2575,0.321,72,2552,0.124,14.79,1022,0.192,0.012,0,0.096,1,1,0.05678233438,0,115.01
256,4546,434,3.35,1867,0.215,44,795,0.101,8.29,7406,0.145,-0.493,1,0.046,1,0.09546854377,0.009678838539,0,105.53
257,4785,873,3.22,1100,0.12,16,631,0.479,18.22,7964,0.2,-0.273,1,0.054,1,0.1824451411,0.003343782654,0,105.09
258,3154,1812,4.06,3319,0.107,40,2389,0.475,9.81,9454,0.267,0.944,2,0.126,1,0.5745085606,0.01268230818,0,135.22
259,2785,1594,2.75,1617,0.087,76,1585,0.497,25.99,7544,0.869,-0.032,3,0.007,0,0.5723518851,0.02728904847,0,95.03
260,4605,1214,3.92,3688,0.329,8,618,0.284,67.57,4213,0.77,0.439,4,0.188,1,0.2636264929,0.001737242128,0,115.81
261,1004,776,4.63,1849,0.233,69,1273,0.057,9.54,4387,0.002,-0.046,2,0.056,0,0.7729083665,0.0687250996,0,130.82
262,4615,1755,3.25,988,0.284,90,1727,0.44,59.1,2678,0.874,-0.257,2,0.055,0,0.3802816901,0.01950162514,0,95.58
263,3496,3218,4.73,3067,0.344,23,1550,0.073,38.96,6543,0.079,0.593,3,0.173,1,0.9204805492,0.006578947368,0,146.67
264,1095,300,4.98,3407,0.395,72,2420,0.078,45.94,9629,0.655,0.697,2,0.153,0,0.2739726027,0.06575342466,0,129.91
265,1743,1743,2.32,2647,0.1,10,935,0.097,13.08,3251,0.151,-0.856,0,0.134,0,1,0.005737234653,0,97.43
266,3486,201,2.7,76,0.072,34,1680,0.327,11.75,887,0.062,-0.442,2,0.029,0,0.05765920826,0.00975329891,0,83.59
267,612,303,4.85,3257,0.185,28,1147,0.054,12.55,1208,0.76,0.016,4,0.154,1,0.4950980392,0.04575163399,0,134.96
268,2535,2336,4.87,3914,0.014,7,1554,0.389,48.36,463,0.467,-0.367,0,0.072,0,0.9214990138,0.002761341223,0,137.99
269,3404,1188,2.29,693,0.317,16,201,0.029,54.09,4614,0.599,0.567,3,0.199,0,0.3490011751,0.004700352526,0,88.97
270,275,275,2.04,3559,0.354,70,655,0.055,66.34,9465,0.425,-0.771,3,0.134,1,1,0.2545454545,0,94.69
271,4943,1801,2.48,1288,0.274,11,2075,0.217,29.27,2153,0.067,0.596,3,0.167,0,0.3643536314,0.002225369209,0,91.5
272,1009,451,4.99,72,0.107,78,711,0.19,33.8,6355,0.74,0.236,0,0.147,0,0.4469772052,0.07730426165,0,136.17
273,4598,1239,2.54,823,0.049,92,1374,0.495,34.34,7214,0.82,-0.421,3,0.119,0,0.2694649848,0.02000869943,0,81.4
274,3117,3117,3.51,412,0.153,49,2013,0.483,20.16,3068,0.041,-0.311,3,0.143,0,1,0.01572024382,0,109.99
275,865,865,4.55,3839,0.333,23,340,0.095,24.3,2866,0.376,-0.634,4,0.119,0,1,0.02658959538,0,121.78
276,4804,3297,2.06,2249,0.139,36,2991,0.473,61.12,9113,0.557,-0.495,1,0.01,1,0.6863030808,0.007493755204,0,95.76
277,4692,1503,3.81,2012,0.014,77,1965,0.346,25.4,9669,0.605,0.435,1,0.069,1,0.3203324808,0.01641091219,0,126.55
278,3170,3170,2.83,1362,0.11,10,2507,0.204,62.71,450,0.578,-0.248,1,0.063,1,1,0.003154574132,0,118.65
279,66,66,4.59,80,0.396,98,2935,0.37,22.67,1005,0.693,0.375,3,0.143,1,1,1.484848485,0,140.53
280,1293,1293,2.85,2935,0.271,80,2015,0.45,25.13,2121,0.967,0.028,0,0.115,0,1,0.0618716164,0,108.32
281,2255,1479,4.06,2798,0.36,58,1553,0.09,40.78,4110,0.391,-0.709,3,0.122,1,0.6558758315,0.02572062084,0,118.41
282,2574,2574,4.02,3003,0.31,54,314,0.098,8.32,6225,0.557,-0.002,1,0.169,1,1,0.02097902098,0,135.96
283,1119,1119,2.66,1096,0.216,26,1313,0.204,66.47,3478,0.699,0.513,4,0.105,1,1,0.02323503128,0,115.7
284,3494,3186,2.1,3378,0.059,66,2572,0.085,59.25,6483,0.592,-0.405,3,0.044,1,0.9118488838,0.0188895249,0,102.51
285,2615,1620,3.23,254,0.139,59,384,0.18,48.61,5276,0.387,0.296,3,0.002,0,0.6195028681,0.02256214149,0,108.9
286,1110,1110,2.87,2576,0.233,1,2291,0.323,71.16,6502,0.624,-0.602,3,0.032,1,1,0.0009009009009,0,108.99
287,2377,2377,4.43,402,0.348,67,2894,0.406,2.14,4470,0.65,-0.729,0,0.006,1,1,0.02818679007,0,134.82
288,3470,1465,4.4,781,0.107,17,229,0.151,30.19,8724,0.585,-0.28,4,0.047,1,0.4221902017,0.004899135447,0,125.06
289,351,253,3.37,3682,0.048,19,2930,0.141,61.94,8907,0.205,-0.222,4,0.127,0,0.7207977208,0.05413105413,0,106.35
290,4326,249,3.82,3258,0.224,84,2213,0.39,31.74,1769,0.506,0.522,4,0.03,1,0.05755894591,0.01941747573,0,113.11
291,656,656,3.81,3285,0.071,62,1943,0.191,1.37,259,0.884,-0.08,4,0.016,0,1,0.09451219512,0,120.22
292,3220,1684,4.48,1679,0.244,77,977,0.409,12.2,5006,0.869,-0.838,1,0.194,1,0.5229813665,0.02391304348,0,122.59
293,749,749,3.28,1627,0.105,71,2705,0.497,31.82,4354,0.751,0.268,3,0.199,1,1,0.09479305741,0,122.34
294,1189,294,2.83,1566,0.092,1,946,0.49,48.42,9576,0.697,-0.061,4,0.127,0,0.2472666106,0.0008410428932,0,86.24
295,240,240,2.8,2968,0.16,89,1394,0.331,12.55,6601,0.153,-0.337,2,0.022,0,1,0.3708333333,0,103.7
296,2350,2350,3.61,1161,0.237,82,1882,0.188,32.81,7718,0.459,0.604,2,0.164,1,1,0.03489361702,0,134.12
297,1030,1030,3.35,1228,0.218,41,371,0.033,1.91,6492,0.111,-0.691,1,0.108,1,1,0.03980582524,0,121.66
298,3025,2804,3.32,1227,0.098,27,417,0.369,34.9,9305,0.817,0.826,2,0.036,1,0.9269421488,0.008925619835,0,132.08
299,1234,1234,2.27,2241,0.356,28,33,0.489,64.61,6248,0.291,-0.332,2,0.115,0,1,0.0226904376,0,90.35
300,3377,509,4.16,256,0.044,68,706,0.034,43.37,8460,0.767,-0.078,2,0.008,0,0.150725496,0.02013621558,0,114.55
301,3444,3444,2.64,3954,0.016,27,1692,0.003,32.29,9349,0.815,0.858,1,0.194,0,1,0.007839721254,0,118.97
302,177,177,2.59,3953,0.241,59,2476,0.416,12.52,7106,0.892,0.522,3,0.165,0,1,0.3333333333,0,103.64
303,2115,2115,3.24,2052,0.049,89,2488,0.051,15.37,914,0.754,-0.851,1,0.052,0,1,0.04208037825,0,111.32
304,1866,1866,2.68,2381,0.202,4,242,0.041,6.43,5052,0.565,0.157,0,0.084,0,1,0.002143622722,0,112.49
305,619,619,3.75,2217,0.381,14,589,0.455,53.71,7905,0.598,-0.379,0,0.079,1,1,0.02261712439,0,126.4
306,1945,1945,3.11,715,0.279,72,587,0.04,6.48,7466,0.321,0.017,2,0.172,1,1,0.03701799486,0,121.52
307,2783,954,3.35,2679,0.247,31,2635,0.057,28.26,2149,0.177,0.486,2,0.071,1,0.3427955444,0.01113905857,0,117.98
308,3913,2200,3.61,2982,0.23,51,2579,0.285,54.24,5153,0.131,-0.008,3,0.01,0,0.5622284692,0.01303347815,0,107.91
309,4771,1932,2.61,2123,0.072,89,2721,0.378,51.61,3188,0.182,-0.858,2,0.043,1,0.4049465521,0.01865437015,0,94.38
310,4064,2425,2.47,2987,0.173,36,2024,0.2,42,4157,0.934,0.06,0,0.043,1,0.5967027559,0.008858267717,0,109.56
311,2951,58,4.64,263,0.137,14,2608,0.21,41.56,4399,0.164,-0.952,2,0.19,0,0.01965435446,0.004744154524,0,105.42
312,1736,64,3.3,292,0.381,40,982,0.316,7.41,2357,0.724,-0.303,3,0.185,1,0.03686635945,0.02304147465,0,95.48
313,3059,3059,3.24,3141,0.097,3,2864,0.253,13.42,5511,0.185,-0.044,0,0.06,0,1,0.0009807126512,0,118.57
314,204,204,2.11,2175,0.189,52,504,0.009,38.97,1601,0.975,0.289,2,0.001,0,1,0.2549019608,0,102.6
315,2587,2587,3.49,432,0.375,99,1797,0.057,25.71,2251,0.367,0.012,3,0.103,1,1,0.0382682644,0,124.24
316,1459,618,3.66,2613,0.316,83,71,0.291,2.34,3638,0.412,-0.696,3,0.159,1,0.423577793,0.05688827964,0,106.17
317,4107,3248,3.68,2031,0.386,26,2681,0.397,57.67,9056,0.405,0.864,0,0.054,1,0.790844899,0.006330654979,0,134.36
318,834,834,4.12,3803,0.243,20,2125,0.382,47.42,760,0.816,0.301,0,0.088,1,1,0.02398081535,0,141.47
319,3225,933,2.53,45,0.134,59,2016,0.37,24.13,7921,0.218,-0.366,0,0.035,0,0.2893023256,0.01829457364,0,89.02
320,4391,4116,2.76,540,0.331,85,757,0.386,7.97,8440,0.831,0.932,3,0.065,0,0.9373718971,0.01935777727,0,108.99
321,2856,2199,4.43,100,0.117,63,2298,0.022,42.98,6545,0.657,0.765,0,0.152,0,0.7699579832,0.02205882353,0,141
322,587,369,4.84,3382,0.066,70,1674,0.448,25.75,2705,0.22,-0.713,0,0.086,1,0.6286201022,0.1192504259,0,136.71
323,1891,1891,2.41,3805,0.283,46,969,0.445,19.13,6166,0.065,0.311,3,0.089,1,1,0.02432575357,0,108.68
324,2505,1744,3.49,1950,0.256,53,372,0.266,52.22,4646,0.775,0.12,3,0.158,0,0.6962075848,0.02115768463,0,108.39
325,574,574,2.64,1952,0.352,30,2232,0.124,24.3,9518,0.219,-0.614,0,0.153,0,1,0.05226480836,0,100.41
326,3000,3000,2.18,3815,0.385,16,870,0.296,10.66,2314,0.889,-0.533,0,0.037,1,1,0.005333333333,0,103.26
327,4181,586,2.98,1250,0.343,49,2057,0.279,35.2,117,0.13,0.128,0,0.083,1,0.140157857,0.01171968429,0,105.02
328,4830,3117,2.43,1768,0.024,6,2464,0.111,59.82,1614,0.616,-0.357,3,0.17,1,0.6453416149,0.001242236025,0,101.62
329,4165,3296,4.13,107,0.266,82,923,0.302,61.33,1918,0.692,0.67,4,0.091,1,0.7913565426,0.01968787515,0,133.56
330,2418,2418,3.6,1489,0.314,27,1962,0.399,61.3,2240,0.658,-0.805,1,0.132,0,1,0.0111662531,0,108.93
331,3897,2086,2.43,540,0.393,9,1368,0.403,30.89,7931,0.316,0.828,2,0.061,0,0.5352835514,0.002309468822,0,95.9
332,4545,3929,2.03,1842,0.15,26,67,0.03,57.16,8568,0.876,0.681,1,0.012,0,0.8644664466,0.005720572057,0,104.88
333,2751,1046,4.42,2595,0.068,12,1394,0.099,61.37,7173,0.77,0.477,3,0.033,1,0.3802253726,0.004362050164,0,135.33
334,1021,1021,2.53,1061,0.341,65,880,0.334,33.63,7711,0.51,-0.475,4,0.08,0,1,0.06366307542,0,90.94
335,1216,868,3.82,3657,0.127,85,2806,0.43,23.63,3604,0.603,0.43,3,0.071,0,0.7138157895,0.06990131579,0,117.96
336,4979,1667,3.01,1357,0.239,83,260,0.261,50.84,2931,0.566,-0.122,0,0.179,1,0.334806186,0.01667001406,0,107.64
337,2824,2824,3.76,3304,0.156,59,2529,0.354,65.22,1750,0.947,0.268,2,0.109,1,1,0.02089235127,0,133.11
338,2032,2032,2.95,89,0.161,42,1395,0.011,70.02,2828,0.896,-0.375,1,0.125,1,1,0.02066929134,0,119.72
339,903,903,2.26,2620,0.293,68,2334,0.304,21.61,1363,0.235,0.672,3,0.138,1,1,0.07530454042,0,110.8
340,4196,3509,2.67,1491,0.145,62,2511,0.481,68.89,8653,0.263,-0.919,4,0.106,1,0.8362726406,0.01477597712,0,96.54
341,3786,1481,2.56,623,0.277,69,238,0.331,36.45,6150,0.981,0.383,0,0.154,0,0.3911780243,0.01822503962,0,96.05
342,3819,2343,3.28,2233,0.006,98,1254,0.461,22.73,4426,0.237,0.657,4,0.157,1,0.6135113904,0.02566116784,0,118.77
343,624,624,3.97,2579,0.13,64,2214,0.283,71.18,9086,0.953,0.293,2,0.07,0,1,0.1025641026,0,128
344,3311,1261,2.79,1782,0.128,98,2642,0.422,63.32,6027,0.65,-0.616,4,0.017,0,0.3808517064,0.02959830867,0,84
345,1198,1198,2.04,1490,0.3,66,2933,0.062,50.16,7003,0.05,-0.43,4,0.197,1,1,0.0550918197,0,96.21
346,1765,1765,3.56,432,0.126,53,2798,0.062,64.54,752,0.336,0.03,0,0.129,1,1,0.03002832861,0,134.9
347,4827,3470,3.82,1133,0.253,35,2922,0.06,49.39,5599,0.476,-0.341,4,0.142,1,0.718873006,0.007250880464,0,119.45
348,4983,4086,4.89,2044,0.275,70,2113,0.244,32.27,7015,0.833,-0.99,0,0.151,0,0.8199879591,0.01404776239,0,126.77
349,3904,335,3.77,3971,0.263,92,1268,0.165,68.31,7638,0.329,-0.919,2,0.123,0,0.08580942623,0.02356557377,0,93.25
350,2541,2541,3.41,3821,0.241,14,2104,0.36,69.39,8012,0.311,0.536,3,0.094,1,1,0.005509641873,0,127.36
351,2710,1753,3.72,3484,0.165,74,2095,0.451,23.31,2572,0.92,-0.833,0,0.197,0,0.6468634686,0.02730627306,0,106.45
352,3174,1719,4.78,2633,0.149,17,659,0.31,26.16,1270,0.079,0.856,3,0.146,1,0.5415879017,0.005356017643,0,143.3
353,3101,1547,4.49,1413,0.226,3,608,0.107,28.17,7249,0.552,-0.115,1,0.169,1,0.4988713318,0.0009674298613,0,133.03
354,54,54,2.97,2588,0.025,87,932,0.465,59.37,7449,0.504,0.516,4,0.088,0,1,1.611111111,0,110.8
355,4919,449,2.71,341,0.35,10,1879,0.264,57.17,2344,0.057,-0.749,3,0.181,1,0.09127871519,0.002032933523,0,84.29
356,926,926,2.79,3399,0.33,5,1083,0.36,70.8,6240,0.088,0.853,4,0.146,0,1,0.005399568035,0,107.37
357,1041,1041,3.51,662,0.139,50,152,0.445,34.03,8587,0.382,-0.932,0,0.149,1,1,0.04803073967,0,120.3
358,4192,4192,4.23,3618,0.227,57,986,0.495,53.31,612,0.134,-0.916,4,0.017,1,1,0.01359732824,0,122.76
359,4414,1480,3.51,749,0.373,59,1030,0.253,61.83,452,0.478,-0.891,2,0.123,0,0.335296783,0.01336656094,0,92.09
360,4515,3126,2.2,1122,0.109,17,1016,0.404,16.71,3317,0.609,-0.793,3,0.067,1,0.692358804,0.003765227021,0,91.57
361,685,685,4.17,1637,0.297,78,1281,0.283,45.06,7851,0.691,-0.026,4,0.134,1,1,0.1138686131,0,130.66
362,1743,1194,4.42,520,0.033,66,367,0.243,39.89,5866,0.546,0.577,3,0.114,1,0.6850258176,0.03786574871,0,140.71
363,1732,1732,2.87,51,0.209,16,1020,0.269,53.74,3311,0.38,-0.43,3,0.022,0,1,0.009237875289,0,101.71
364,4802,1849,3.99,894,0.354,96,2350,0.242,50.38,2311,0.13,0.492,2,0.106,1,0.3850478967,0.01999167014,0,124.68
365,169,169,3.28,3888,0.221,33,1490,0.211,58.71,7105,0.247,0.548,0,0.09,0,1,0.1952662722,0,123.35
366,880,880,4.67,1959,0.247,29,931,0.362,23.09,7851,0.419,0.817,4,0.155,1,1,0.03295454545,0,146.34
367,3725,1372,4.54,3470,0.363,18,2116,0.125,16.36,4460,0.924,-0.701,1,0.101,1,0.3683221477,0.004832214765,0,123.75
368,1419,1419,3.58,2138,0.286,8,2759,0.308,58.17,3576,0.203,-0.729,3,0.096,0,1,0.00563777308,0,107.08
369,790,790,4.07,411,0.278,39,455,0.356,26.6,6563,0.413,-0.756,0,0.144,0,1,0.04936708861,0,119.32
370,166,166,4.65,2164,0.235,43,2392,0.446,21.42,2486,0.732,-0.281,1,0.134,0,1,0.2590361446,0,130.62
371,2888,2888,3.49,1144,0.253,94,643,0.166,24.91,7130,0.705,-0.021,3,0.198,1,1,0.03254847645,0,123.7
372,1200,1200,2.94,3358,0.321,58,2832,0.43,5.71,4020,0.966,-0.077,1,0.07,1,1,0.04833333333,0,116.52
373,1981,1981,4.26,1247,0.392,90,2234,0.473,55.89,2399,0.191,-0.486,4,0.138,1,1,0.0454316002,0,124.05
374,1062,843,2.66,1776,0.318,24,901,0.324,51.78,1840,0.017,0.244,4,0.033,1,0.7937853107,0.02259887006,0,106.88
375,1714,1714,3.17,1851,0.283,70,2854,0.386,40.24,6550,0.322,-0.323,3,0.161,0,1,0.04084014002,0,103.6
376,1131,352,4.6,515,0.054,52,2334,0.203,51.84,4083,0.15,-0.268,3,0.157,0,0.3112290009,0.04597701149,0,117.13
377,4779,2999,4.17,1154,0.327,47,2029,0.476,27.49,5555,0.548,-0.789,4,0.145,1,0.6275371417,0.009834693451,0,113.1
378,562,562,3.21,3215,0.294,70,1923,0.335,21.97,4839,0.899,0.184,0,0.024,0,1,0.1245551601,0,116.99
379,2899,1571,2.64,1851,0.308,83,2932,0.155,62.22,8064,0.688,0.311,1,0.198,0,0.5419110038,0.02863056226,0,98.4
380,609,609,3.07,729,0.092,52,664,0.202,30.99,2276,0.136,0.516,3,0.189,1,1,0.08538587849,0,124.92
381,3722,2683,2.85,1404,0.361,48,2533,0.309,14.91,8797,0.116,0.808,3,0.074,0,0.7208490059,0.01289629232,0,105
382,4633,2506,2.53,266,0.039,42,2124,0.117,54.18,8392,0.911,0.532,2,0.115,0,0.5409022232,0.009065400389,0,102.18
383,3393,3370,4.23,1730,0.101,99,2087,0.377,24.85,3472,0.488,-0.529,1,0.178,0,0.993221338,0.02917771883,0,123.96
384,4120,4120,2.76,1831,0.265,18,2221,0.112,16.04,8845,0.924,-0.529,4,0.099,1,1,0.004368932039,0,107.02
385,4849,1171,3.36,963,0.269,65,1484,0.296,2.93,5928,0.736,0.83,3,0.12,0,0.2414930914,0.01340482574,0,104.33
386,1520,879,3.16,3956,0.125,33,516,0.349,69.91,9320,0.993,0.58,3,0.121,1,0.5782894737,0.02171052632,0,117.19
387,630,396,4.95,3261,0.281,80,1926,0.43,34.18,3777,0.871,0.564,4,0.13,1,0.6285714286,0.126984127,0,139.65
388,2344,2344,3.17,2990,0.155,87,2668,0.367,12.48,9869,0.414,0.439,1,0.115,1,1,0.03711604096,0,127.79
389,3197,1119,2.24,1081,0,72,1485,0.399,54.8,1115,0.758,-0.466,0,0.081,0,0.3500156397,0.02252111354,0,86.14
390,4299,4071,2.27,1632,0.065,53,2976,0.456,64.02,2865,0.471,0.695,4,0.108,0,0.9469644103,0.01232844848,0,100.32
391,1729,1729,3.77,906,0.353,0,236,0.299,38.49,6513,0.233,-0.714,0,0.174,0,1,0,0,114.38
392,3556,2890,3.8,2076,0.089,91,1654,0.423,3.01,2169,0.241,-0.3,3,0.173,0,0.8127109111,0.02559055118,0,111.96
393,2794,2794,3.26,1079,0.045,54,2987,0.116,26.93,4408,0.397,-0.307,0,0.155,0,1,0.01932712956,0,117.45
394,3406,1884,3.3,460,0.273,14,1555,0.407,18.26,4156,0.111,0.12,0,0.083,0,0.553141515,0.004110393423,0,107.77
395,4095,4095,2.16,907,0.176,84,1512,0.111,46.18,9007,0.178,-0.073,4,0.157,0,1,0.02051282051,0,93.35
396,1293,524,3.55,1089,0.319,14,288,0.467,37.84,6034,0.501,-0.08,3,0.078,0,0.4052590874,0.01082753287,0,99.32
397,3168,3168,3.51,750,0.345,22,1382,0.165,26.26,8902,0.954,0.107,1,0.133,0,1,0.006944444444,0,118.57
398,2191,1814,2.45,3738,0.338,65,483,0.086,47.04,3801,0.578,-0.169,2,0.113,0,0.8279324509,0.0296668188,0,95.56
399,3109,3109,2.31,3173,0.125,45,828,0.074,42.49,4766,0.408,-0.5,0,0.06,0,1,0.01447410743,0,101.44
400,4598,3816,2.37,91,0.202,99,404,0.094,65.36,1917,0.243,0.328,3,0.091,1,0.8299260548,0.02153110048,0,109.55
401,3009,3009,2.3,746,0.26,8,2541,0.224,43.37,1146,0.196,0.581,2,0.166,0,1,0.002658690595,0,103.51
402,2315,1028,3.83,88,0.129,65,104,0.261,37.05,4141,0.658,-0.042,1,0.183,0,0.4440604752,0.02807775378,0,112.54
403,2529,2529,2.59,1695,0.016,65,271,0.457,59.48,632,0.848,0.299,2,0.041,1,1,0.02570185844,0,117.62
404,4696,1481,2.75,3954,0.198,17,1070,0.191,15.37,7255,0.399,0.071,1,0.091,1,0.3153747871,0.003620102215,0,105.48
405,1685,1685,2.52,2340,0.005,16,1742,0.109,18.29,2906,0.551,-0.882,2,0.087,0,1,0.009495548961,0,97.94
406,1807,1807,4.87,1344,0.38,71,152,0.372,56.63,5669,0.707,-0.154,1,0.098,0,1,0.03929164361,0,134.11
